,time,model_I,model_R,model_V,model_I_vega,model_R_vega,model_V_vega
255,2458743,13.50084703416881,13.158711682026773,14.196886615330254,13.050847034168811,12.948711682026772,14.176886615330254
256,2458744,13.599116557128287,13.25410804099722,14.33312234146577,13.149116557128288,13.04410804099722,14.313122341465771
257,2458745,13.63673963183533,13.294830064608963,14.389880565459631,13.18673963183533,13.084830064608962,14.369880565459631
258,2458746,13.561762115581995,13.218647123182148,14.281109152702935,13.111762115581996,13.008647123182147,14.261109152702936
259,2458747,13.450822220149714,13.117914392008966,14.134970494813064,13.000822220149715,12.907914392008966,14.114970494813065
260,2458748,13.363920367495947,13.05077091368545,14.032173340044547,12.913920367495948,12.84077091368545,14.012173340044548
261,2458749,13.375052401599742,13.05686956259284,14.043538899396172,12.925052401599743,12.84686956259284,14.023538899396172
262,2458750,13.459404464122965,13.122306019368455,14.143695482016188,13.009404464122966,12.912306019368454,14.123695482016188
263,2458751,13.575087705809114,13.231867020422381,14.29986817089694,13.125087705809115,13.02186702042238,14.27986817089694
264,2458752,13.650767793502407,13.309918071186697,14.411186491265784,13.200767793502408,13.099918071186696,14.391186491265785
265,2458753,13.599116557128287,13.25410804099722,14.33312234146577,13.149116557128288,13.04410804099722,14.313122341465771
266,2458754,13.488573013147626,13.15211806300685,14.183905304652708,13.038573013147627,12.942118063006848,14.163905304652708
267,2458755,13.387293735699526,13.06712306963816,14.0584214085987,12.937293735699527,12.85712306963816,14.038421408598701
268,2458756,13.363029523987517,13.04685850725362,14.02901675776965,12.913029523987518,12.83685850725362,14.00901675776965
269,2458757,13.422669161876929,13.094047308227982,14.099906187638222,12.97266916187693,12.88404730822798,14.079906187638223
270,2458758,13.5297226850133,13.189969475469962,14.238479821237963,13.079722685013301,12.97996947546996,14.218479821237963
271,2458759,13.634693728467152,13.293828488744705,14.387610200159383,13.184693728467153,13.083828488744704,14.367610200159383
272,2458760,13.62881126328202,13.283659553487762,14.375886976130257,13.178811263282022,13.073659553487762,14.355886976130257
273,2458761,13.528101693372637,13.183630005464028,14.232970784206596,13.078101693372638,12.973630005464027,14.212970784206597
274,2458762,13.422669161876929,13.094047308227982,14.099906187638222,12.97266916187693,12.88404730822798,14.079906187638223
275,2458763,13.363029523987517,13.04685850725362,14.02901675776965,12.913029523987518,12.83685850725362,14.00901675776965
276,2458764,13.387293735699526,13.06712306963816,14.0584214085987,12.937293735699527,12.85712306963816,14.038421408598701
277,2458765,13.488573013147626,13.15211806300685,14.183905304652708,13.038573013147627,12.942118063006848,14.163905304652708
278,2458766,13.599116557128287,13.25410804099722,14.33312234146577,13.149116557128288,13.04410804099722,14.313122341465771
279,2458767,13.632880160601086,13.285635770097752,14.38035448397854,13.182880160601087,13.075635770097751,14.36035448397854
